0 qid:1 1:1.0 2:1.0 3:1.0 4:1.0 5:10.1278 6:1.0
0 qid:1 1:0.4 2:0.25 3:0.0 4:1.0 5:7.0396 6:0.25
0 qid:1 1:0.4 2:0.25714284 3:0.0 4:1.0 5:7.0396 6:0.25714284
0 qid:1 1:0.5 2:0.36 3:0.0 4:1.0 5:7.0396 6:0.36
0 qid:1 1:0.44444445 2:0.16071427 3:0.0 4:1.0 5:7.0396 6:0.16071427
0 qid:1 1:0.33333334 2:0.27272725 3:0.0 4:1.0 5:7.03872 6:0.27272725
0 qid:1 1:0.5 2:0.39130437 3:0.0 4:1.0 5:7.03872 6:0.39130437
0 qid:1 1:0.6666667 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.5 2:0.45 3:0.0 4:1.0 5:6.64381 6:0.45
0 qid:1 1:0.0 2:0.21951222 3:0.0 4:0.0 5:6.64381 6:0.21951222
0 qid:1 1:0.5 2:0.4736842 3:0.0 4:1.0 5:6.64381 6:0.4736842
0 qid:1 1:0.5 2:0.4736842 3:0.0 4:1.0 5:6.64381 6:0.4736842
0 qid:1 1:0.5 2:0.4736842 3:0.0 4:1.0 5:6.64381 6:0.4736842
0 qid:1 1:0.5 2:0.4736842 3:0.0 4:1.0 5:6.64381 6:0.4736842
0 qid:1 1:0.5 2:0.4285714 3:0.0 4:1.0 5:6.64381 6:0.4285714
0 qid:1 1:0.5 2:0.28125 3:0.0 4:1.0 5:6.64381 6:0.28125
0 qid:1 1:0.4 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.5 2:0.2903226 3:0.0 4:1.0 5:6.64381 6:0.2903226
0 qid:1 1:0.5 2:0.4736842 3:0.0 4:1.0 5:6.64381 6:0.4736842
0 qid:1 1:0.5 2:0.4736842 3:0.0 4:1.0 5:6.64381 6:0.4736842
0 qid:1 1:0.5 2:0.4736842 3:0.0 4:1.0 5:6.64381 6:0.4736842
0 qid:1 1:0.5 2:0.4736842 3:0.0 4:1.0 5:6.64381 6:0.4736842
0 qid:1 1:0.5 2:0.4736842 3:0.0 4:1.0 5:6.64381 6:0.4736842
0 qid:1 1:0.5 2:0.4736842 3:0.0 4:1.0 5:6.64381 6:0.4736842
0 qid:1 1:0.4 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.4 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.4 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.4 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.4 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.4 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.4 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.4 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.0 2:0.19999999 3:0.0 4:0.0 5:6.64381 6:0.19999999
0 qid:1 1:0.0 2:0.2647059 3:0.0 4:0.0 5:6.64381 6:0.2647059
0 qid:1 1:0.4 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.0 2:0.5294118 3:0.0 4:0.0 5:6.64381 6:0.5294118
0 qid:1 1:0.4 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.5 2:0.4285714 3:0.0 4:1.0 5:6.64381 6:0.4285714
0 qid:1 1:0.0 2:0.27272725 3:0.0 4:0.0 5:6.64381 6:0.27272725
0 qid:1 1:0.0 2:0.24324322 3:0.0 4:0.0 5:6.64381 6:0.24324322
0 qid:1 1:0.0 2:0.2368421 3:0.0 4:0.0 5:6.64381 6:0.2368421
0 qid:1 1:0.5 2:0.31034482 3:0.0 4:1.0 5:6.64381 6:0.31034482
0 qid:1 1:0.5 2:0.39130437 3:0.0 4:1.0 5:6.64381 6:0.39130437
0 qid:1 1:0.4 2:0.3214286 3:0.0 4:1.0 5:6.64381 6:0.3214286
0 qid:1 1:0.6666667 2:0.5625 3:0.0 4:1.0 5:6.64381 6:0.5625
0 qid:1 1:0.5 2:0.45 3:0.0 4:1.0 5:6.64381 6:0.45
0 qid:1 1:0.0 2:0.0 3:0.0 4:0.0 5:6.64381 6:0.7777778
0 qid:1 1:0.0 2:0.111111104 3:0.0 4:0.0 5:6.64381 6:0.7777778
0 qid:1 1:0.0 2:0.22222221 3:0.0 4:0.0 5:6.64381 6:0.7777778
0 qid:1 1:0.4 2:0.31034482 3:0.0 4:1.0 5:6.64381 6:0.31034482
0 qid:1 1:0.33333334 2:0.22500002 3:0.0 4:1.0 5:6.64381 6:0.22500002
0 qid:1 1:0.6666667 2:0.3214286 3:0.0 4:1.0 5:6.64381 6:0.3214286
0 qid:1 1:0.4 2:0.4285714 3:0.0 4:1.0 5:6.64381 6:0.4285714
0 qid:1 1:0.5 2:0.34615386 3:0.0 4:1.0 5:6.64381 6:0.34615386
0 qid:1 1:0.4 2:0.36 3:0.0 4:1.0 5:6.64381 6:0.36
0 qid:1 1:0.4 2:0.36 3:0.0 4:1.0 5:6.64381 6:0.36
0 qid:1 1:0.33333334 2:0.21951222 3:0.0 4:1.0 5:6.64381 6:0.21951222
0 qid:1 1:0.33333334 2:0.20454544 3:0.0 4:1.0 5:6.64381 6:0.20454544
0 qid:1 1:0.5 2:0.3 3:0.0 4:1.0 5:6.64381 6:0.3
0 qid:1 1:0.5 2:0.4285714 3:0.0 4:1.0 5:6.64381 6:0.4285714
0 qid:1 1:0.6666667 2:0.6 3:0.0 4:1.0 5:6.64381 6:0.6
0 qid:1 1:0.5 2:0.45 3:0.0 4:1.0 5:6.64381 6:0.45
0 qid:1 1:0.6666667 2:0.4736842 3:0.0 4:1.0 5:6.64381 6:0.4736842
0 qid:1 1:0.5 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.6666667 2:0.6 3:0.0 4:1.0 5:6.64381 6:0.6
0 qid:1 1:0.4 2:0.3333333 3:0.0 4:1.0 5:6.64381 6:0.3333333
0 qid:1 1:0.4 2:0.375 3:0.0 4:1.0 5:6.64381 6:0.375
0 qid:1 1:0.4 2:0.27272725 3:0.0 4:1.0 5:6.64381 6:0.27272725
0 qid:1 1:0.4 2:0.36 3:0.0 4:1.0 5:6.64381 6:0.36
0 qid:1 1:0.4 2:0.34615386 3:0.0 4:1.0 5:6.64381 6:0.34615386
0 qid:1 1:0.4 2:0.34615386 3:0.0 4:1.0 5:6.64381 6:0.34615386
0 qid:1 1:0.33333334 2:0.2647059 3:0.0 4:1.0 5:6.64381 6:0.2647059
0 qid:1 1:0.5 2:0.45 3:0.0 4:1.0 5:6.64381 6:0.45
0 qid:1 1:0.33333334 2:0.24324322 3:0.0 4:1.0 5:6.64381 6:0.24324322
0 qid:1 1:0.5 2:0.39130437 3:0.0 4:1.0 5:6.64381 6:0.39130437
0 qid:1 1:0.5 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.0 2:0.6923077 3:0.0 4:0.0 5:6.64381 6:0.6923077
0 qid:1 1:0.0 2:0.6923077 3:0.0 4:0.0 5:6.64381 6:0.6923077
0 qid:1 1:0.0 2:0.36 3:0.0 4:0.0 5:6.64381 6:0.36
0 qid:1 1:0.5 2:0.375 3:0.0 4:1.0 5:6.64381 6:0.375
0 qid:1 1:0.6666667 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.5 2:0.4285714 3:0.0 4:1.0 5:6.64381 6:0.4285714
0 qid:1 1:0.0 2:0.3 3:0.0 4:0.0 5:6.64381 6:0.3
0 qid:1 1:0.0 2:0.64285713 3:0.0 4:0.0 5:6.64381 6:0.64285713
0 qid:1 1:0.6666667 2:0.64285713 3:0.0 4:1.0 5:6.64381 6:0.64285713
0 qid:1 1:0.6666667 2:0.5294118 3:0.0 4:1.0 5:6.64381 6:0.5294118
0 qid:1 1:0.5 2:0.2647059 3:0.0 4:1.0 5:6.64381 6:0.2647059
0 qid:1 1:0.6666667 2:0.4736842 3:0.0 4:1.0 5:6.64381 6:0.4736842
0 qid:1 1:0.4 2:0.2647059 3:0.0 4:1.0 5:6.64381 6:0.2647059
0 qid:1 1:0.5 2:0.3214286 3:0.0 4:1.0 5:6.64381 6:0.3214286
0 qid:1 1:0.5 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.4 2:0.2903226 3:0.0 4:1.0 5:6.64381 6:0.2903226
0 qid:1 1:0.2857143 2:0.19565219 3:0.0 4:1.0 5:6.64381 6:0.19565219
0 qid:1 1:0.25 2:0.15789473 3:0.0 4:1.0 5:6.64381 6:0.15789473
0 qid:1 1:0.33333334 2:0.24324322 3:0.0 4:1.0 5:6.64381 6:0.24324322
0 qid:1 1:0.6666667 2:0.5294118 3:0.0 4:1.0 5:6.64381 6:0.5294118
0 qid:1 1:0.0 2:0.6923077 3:0.0 4:0.0 5:6.64381 6:0.6923077
0 qid:1 1:0.0 2:0.6923077 3:0.0 4:0.0 5:6.64381 6:0.6923077
0 qid:1 1:0.6666667 2:0.45 3:0.0 4:1.0 5:6.64381 6:0.45
0 qid:1 1:0.6666667 2:0.5625 3:0.0 4:1.0 5:6.64381 6:0.5625
0 qid:1 1:0.5 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.5 2:0.375 3:0.0 4:1.0 5:6.64381 6:0.375
0 qid:1 1:0.5 2:0.36 3:0.0 4:1.0 5:6.64381 6:0.36
0 qid:1 1:0.6666667 2:0.5625 3:0.0 4:1.0 5:6.64381 6:0.5625
0 qid:1 1:0.0 2:0.5 3:0.0 4:0.0 5:6.64381 6:0.5
0 qid:1 1:0.6666667 2:0.4285714 3:0.0 4:1.0 5:6.64381 6:0.4285714
0 qid:1 1:0.4 2:0.36 3:0.0 4:1.0 5:6.64381 6:0.36
0 qid:1 1:0.5 2:0.45 3:0.0 4:1.0 5:6.64381 6:0.45
0 qid:1 1:0.6666667 2:0.3333333 3:0.0 4:1.0 5:6.64381 6:0.3333333
0 qid:1 1:0.5 2:0.5 3:0.0 4:1.0 5:6.64381 6:0.5
0 qid:1 1:0.33333334 2:0.19999999 3:0.0 4:1.0 5:6.64381 6:0.19999999
0 qid:1 1:0.6666667 2:0.36 3:0.0 4:1.0 5:6.64381 6:0.36
0 qid:1 1:0.5 2:0.36 3:0.0 4:1.0 5:6.64381 6:0.36
0 qid:1 1:0.5 2:0.3333333 3:0.0 4:1.0 5:6.64381 6:0.3333333
0 qid:1 1:0.2857143 2:0.25714284 3:0.0 4:1.0 5:6.64381 6:0.25714284
0 qid:1 1:0.6666667 2:0.5294118 3:0.0 4:1.0 5:6.64381 6:0.5294118
0 qid:1 1:0.6666667 2:0.5 3:0.0 4:1.0 5:6.64381 6:0.5
0 qid:1 1:0.5 2:0.34615386 3:0.0 4:1.0 5:6.64381 6:0.34615386
0 qid:1 1:0.6666667 2:0.5294118 3:0.0 4:1.0 5:6.64381 6:0.5294118
0 qid:1 1:0.4 2:0.2903226 3:0.0 4:1.0 5:6.64381 6:0.2903226
0 qid:1 1:0.6666667 2:0.5 3:0.0 4:1.0 5:6.64381 6:0.5
0 qid:1 1:0.6666667 2:0.6923077 3:0.0 4:1.0 5:6.64381 6:0.6923077
0 qid:1 1:0.5 2:0.375 3:0.0 4:1.0 5:6.64381 6:0.375
0 qid:1 1:0.5 2:0.4736842 3:0.0 4:1.0 5:6.64381 6:0.4736842
0 qid:1 1:0.0 2:0.40909094 3:0.0 4:0.0 5:6.64381 6:0.40909094
0 qid:1 1:0.6666667 2:0.5 3:0.0 4:1.0 5:6.64381 6:0.5
0 qid:1 1:0.5 2:0.5 3:0.0 4:1.0 5:6.64381 6:0.5
0 qid:1 1:0.33333334 2:0.19148934 3:0.0 4:1.0 5:6.64381 6:0.19148934
0 qid:1 1:0.6666667 2:0.5625 3:0.0 4:1.0 5:6.64381 6:0.5625
0 qid:1 1:0.6666667 2:0.5294118 3:0.0 4:1.0 5:6.64381 6:0.5294118
0 qid:1 1:0.6666667 2:0.40909094 3:0.0 4:1.0 5:6.64381 6:0.40909094
0 qid:1 1:0.5 2:0.28125 3:0.0 4:1.0 5:6.64381 6:0.28125
0 qid:1 1:0.33333334 2:0.28125 3:0.0 4:1.0 5:6.64381 6:0.28125
0 qid:1 1:0.2857143 2:0.24324322 3:0.0 4:1.0 5:6.64381 6:0.24324322
0 qid:1 1:0.5 2:0.375 3:0.0 4:1.0 5:6.64381 6:0.375
0 qid:1 1:0.6666667 2:0.5625 3:0.0 4:1.0 5:6.64381 6:0.5625
0 qid:1 1:0.5 2:0.4285714 3:0.0 4:1.0 5:6.64381 6:0.4285714
0 qid:1 1:0.0 2:0.375 3:0.0 4:0.0 5:6.64381 6:0.375
0 qid:1 1:0.25 2:0.15789473 3:0.0 4:1.0 5:6.64381 6:0.15789473
0 qid:1 1:0.6666667 2:0.6923077 3:0.0 4:1.0 5:6.64381 6:0.6923077
0 qid:1 1:0.5 2:0.2903226 3:0.0 4:1.0 5:6.64381 6:0.2903226
0 qid:1 1:0.6666667 2:0.5294118 3:0.0 4:1.0 5:6.64381 6:0.5294118
0 qid:1 1:0.0 2:0.2903226 3:0.0 4:0.0 5:6.64381 6:0.2903226
0 qid:1 1:0.33333334 2:0.3214286 3:0.0 4:1.0 5:6.64381 6:0.3214286
0 qid:1 1:0.4 2:0.31034482 3:0.0 4:1.0 5:6.64381 6:0.31034482
0 qid:1 1:0.6666667 2:0.6 3:0.0 4:1.0 5:6.64381 6:0.6
0 qid:1 1:0.5 2:0.34615386 3:0.0 4:1.0 5:6.64381 6:0.34615386
0 qid:1 1:0.6666667 2:0.5294118 3:0.0 4:1.0 5:6.64381 6:0.5294118
0 qid:1 1:0.6666667 2:0.5625 3:0.0 4:1.0 5:6.64381 6:0.5625
0 qid:1 1:0.0 2:0.090909064 3:0.0 4:0.0 5:6.64381 6:0.8181818
0 qid:1 1:0.0 2:0.111111104 3:0.0 4:0.0 5:6.64381 6:0.5
0 qid:1 1:0.0 2:0.10526317 3:0.0 4:0.0 5:6.64381 6:0.4736842
0 qid:1 1:0.0 2:0.13636363 3:0.0 4:0.0 5:6.64381 6:0.40909094
0 qid:1 1:0.0 2:0.13043481 3:0.0 4:0.0 5:6.64381 6:0.39130437
0 qid:1 1:0.0 2:0.120000005 3:0.0 4:0.0 5:6.64381 6:0.36
0 qid:1 1:0.0 2:0.0869565 3:0.0 4:0.0 5:6.64381 6:0.39130437
0 qid:1 1:0.0 2:0.125 3:0.0 4:0.0 5:6.64381 6:0.375
0 qid:1 1:0.0 2:0.125 3:0.0 4:0.0 5:6.64381 6:0.375
0 qid:1 1:0.0 2:0.125 3:0.0 4:0.0 5:6.64381 6:0.375
0 qid:1 1:0.0 2:0.12903225 3:0.0 4:0.0 5:6.64381 6:0.2903226
0 qid:1 1:0.0 2:0.10526317 3:0.0 4:0.0 5:6.64381 6:0.4736842
0 qid:1 1:0.0 2:0.14999998 3:0.0 4:0.0 5:6.64381 6:0.45
0 qid:1 1:0.0 2:0.111111104 3:0.0 4:0.0 5:6.64381 6:0.3333333
0 qid:1 1:0.0 2:0.100000024 3:0.0 4:0.0 5:6.64381 6:0.45
0 qid:1 1:0.0 2:0.11538464 3:0.0 4:0.0 5:6.64381 6:0.34615386
0 qid:1 1:0.0 2:0.125 3:0.0 4:0.0 5:6.64381 6:0.375
0 qid:1 1:0.0 2:0.11538464 3:0.0 4:0.0 5:6.64381 6:0.34615386
0 qid:1 1:0.0 2:0.07692307 3:0.0 4:0.0 5:6.64381 6:0.34615386
0 qid:1 1:0.0 2:0.090909064 3:0.0 4:0.0 5:6.64381 6:0.40909094
0 qid:1 1:0.0 2:0.14285713 3:0.0 4:0.0 5:6.64381 6:0.4285714
0 qid:1 1:0.0 2:0.13043481 3:0.0 4:0.0 5:6.64381 6:0.39130437
0 qid:1 1:0.0 2:0.13636363 3:0.0 4:0.0 5:6.64381 6:0.40909094
0 qid:1 1:0.0 2:0.07999998 3:0.0 4:0.0 5:6.64381 6:0.36
0 qid:1 1:0.0 2:0.0869565 3:0.0 4:0.0 5:6.64381 6:0.39130437
0 qid:1 1:0.0 2:0.11538464 3:0.0 4:0.0 5:6.64381 6:0.34615386
0 qid:1 1:0.0 2:0.120000005 3:0.0 4:0.0 5:6.64381 6:0.36
0 qid:1 1:0.0 2:0.15789473 3:0.0 4:0.0 5:6.64381 6:0.4736842
0 qid:1 1:0.0 2:0.100000024 3:0.0 4:0.0 5:6.64381 6:0.3
0 qid:1 1:0.0 2:0.100000024 3:0.0 4:0.0 5:6.64381 6:0.3
0 qid:1 1:0.0 2:0.13636363 3:0.0 4:0.0 5:6.64381 6:0.40909094
0 qid:1 1:0.0 2:0.090909064 3:0.0 4:0.0 5:6.64381 6:0.40909094
0 qid:1 1:0.0 2:0.09523809 3:0.0 4:0.0 5:6.64381 6:0.4285714
0 qid:1 1:0.0 2:0.14999998 3:0.0 4:0.0 5:6.64381 6:0.45
0 qid:1 1:0.0 2:0.14285713 3:0.0 4:0.0 5:6.64381 6:0.4285714
0 qid:1 1:0.0 2:0.13043481 3:0.0 4:0.0 5:6.64381 6:0.39130437
0 qid:1 1:0.0 2:0.20833331 3:0.0 4:0.0 5:6.64381 6:0.375
